Country Name,Confirmed Values,Deaths
US,4894,68
US,1012,21
US,1453,24
US,0,0
US,2614,27
US,1691,33
US,7110,70
US,2281,40
US,805,11
US,22806,279
US,1551,22
US,3082,33
US,16451,110
US,1581,21
US,965,24
US,2155,43
US,17109,275
US,1577,38
US,171398,1709
US,8510,71
US,60744,740
US,902,19
US,1812,23
US,839,9
US,1401,32
US,530,12
US,1923,27
US,6649,85
US,3022,31
US,947,15
US,0,0
US,1996,24
US,488,8
US,1633,27
US,598,10
US,3456,56
US,1036,17
US,54648,528
US,7849,115
US,8543,125
US,8514,79
US,1751,38
US,17377,239
US,4665,53
US,11175,173
US,47400,353
US,7822,74
US,22965,212
US,11447,165
US,2761,29
US,5402,72
US,6698,89
US,29211,258
US,4769,58
US,5085,66
US,11819,105
US,30220,212
US,1357,24
US,4334,55
US,12062,123
US,5400,84
US,20166,235
US,14559,83
US,9744,110
US,4788,58
US,2850,59
US,2776,35
US,38888,447
US,3299,57
US,3701,22
US,5308,58
US,123211,727
US,4992,74
US,16967,256
US,18619,192
US,1483,35
US,2809,57
US,6043,93
US,9998,74
US,13675,205
US,10071,151
US,4849,51
US,16837,159
US,3156,30
US,43810,491
US,12843,234
US,8537,91
US,6908,110
US,17694,185
US,6406,61
US,1109,31
US,19791,284
US,5233,84
US,283708,2681
US,19158,168
US,9104,138
US,54205,472
US,6088,77
US,15023,174
US,4832,80
US,27059,290
US,5560,80
US,3512,59
US,5226,60
US,9862,139
US,5767,95
US,8936,151
US,3104,67
US,10360,140
US,3623,41
US,35555,310
US,5149,62
US,8059,92
US,10265,129
US,4235,54
US,6323,118
US,23983,313
US,7724,91
US,3347,62
US,7499,69
US,2376,36
US,9476,118
US,3739,77
US,4508,90
US,11391,128
US,6747,36
US,13325,135
US,19282,171
US,2726,35
US,8965,123
US,23729,164
US,3129,40
US,2098,34
US,4384,43
US,16035,211
US,25198,367
US,6503,51
US,22161,329
US,879,23
US,6680,70
US,9819,79
US,8412,100
US,22918,124
US,16931,186
US,7547,104
US,7089,67
US,11868,146
US,3570,48
US,5128,50
US,2761,48
US,2504,0
US,5532,63
US,55374,428
US,5103,71
US,8354,106
US,4920,52
US,17191,234
US,3577,31
US,9530,60
US,18944,311
US,9060,147
US,45368,311
US,6803,73
US,14381,218
US,11209,145
US,5002,117
US,51124,549
US,88694,1289
US,68184,746
US,4607,58
US,1387,10
US,3141,63
US,4113,85
US,6468,91
US,9787,146
US,144599,1430
US,3349,39
US,8365,179
US,10224,165
US,8879,195
US,7541,100
US,23908,274
US,11668,157
US,5604,85
US,142493,1471
US,8197,174
US,5091,72
US,79177,542
US,35001,411
US,15460,161
US,47327,488
US,3940,65
US,8513,145
US,13037,188
US,114250,1196
US,64890,866
US,0,0
US,7939,49
US,7975,98
US,42728,612
US,2577,59
US,9019,107
US,8030,127
US,14458,120
US,17250,158
US,2276,27
US,7351,80
US,13287,191
US,27848,437
US,15850,199
US,15309,288
US,91451,943
US,45249,674
US,1334,13
US,38963,454
US,1242,0
US,8802,144
US,19103,247
US,11781,202
US,16287,276
US,14458,203
US,9676,93
US,4853,77
US,3364,51
US,5565,75
US,28509,335
US,18328,199
US,66462,498
US,7323,71
US,10199,119
US,30176,309
US,8147,55
US,6944,44
US,0,0
US,14603,177
US,37661,391
US,3929,46
US,7034,48
US,12972,123
US,1,0
US,8086,80
US,5748,72
US,52008,361
US,21731,392
US,119808,1277
US,172399,2826
US,149524,1966
US,14785,173
US,7330,92
US,28133,475
US,20355,286
US,38706,408
US,9556,116
US,58504,620
US,7197,124
US,50109,679
US,64177,462
US,3953,79
US,245966,2375
US,229478,2386
US,8845,131
US,6190,79
US,24582,251
US,7234,115
US,0,35
US,40989,643
US,24868,366
US,10878,188
US,49617,785
US,35456,480
US,182344,2555
US,8316,26
US,256987,3272
US,14736,198
US,172065,2138
US,39721,453
US,437431,4822
US,173673,2330
US,143587,1962
US,268158,2242
US,201538,5
US,240708,3065
US,1933,79
US,2125,19
US,32211,404
US,6584,161
US,5281,76
US,3914,88
US,2613,62
US,16986,193
US,31763,690
US,4143,77
US,42080,691
US,13520,214
US,42622,686
US,13133,172
US,5871,70
US,5802,131
US,10283,120
US,8182,185
US,28166,240
US,3200,37
US,12472,191
US,9390,131
US,35077,474
US,7617,109
US,329,5
US,125355,2020
US,6802,135
US,4306,78
US,21552,275
US,13048,211
US,12764,225
US,9587,108
US,9757,166
US,84928,909
US,20016,208
US,5696,177
US,3614,101
US,17995,238
US,50425,645
US,75822,819
US,4512,70
US,201888,1859
US,664,16
US,2471,42
US,24350,476
US,4441,67
US,30950,365
US,58293,540
US,1676,24
US,2997,40
US,300709,4613
US,4865,107
US,19376,170
US,8357,117
US,10312,129
US,7183,85
US,42516,181
US,23527,265
US,3591,71
US,48415,538
US,17949,247
US,1998,53
US,48751,722
US,13711,183
US,385029,4563
US,7754,106
US,5082,121
US,1344,45
US,6012,99
US,1696,61
US,6790,117
US,87973,928
US,9333,55
US,2383,66
US,5630,130
US,61110,1087
US,10617,226
US,2234,19
US,22230,269
US,50560,947
US,16096,238
US,15728,316
US,29,0
US,20826,333
US,109512,643
US,537017,9107
US,8674,129
US,3702,65
US,119415,886
US,10509,102
US,14406,141
US,17064,202
US,1781,11
US,21404,126
US,7995,90
US,11461,124
US,32053,145
US,8642,96
US,3828,55
US,17290,135
US,23726,140
US,2543,32
US,826,6
US,3796,43
US,19391,190
US,137144,912
US,6739,24
US,13432,140
US,4474,61
US,5885,36
US,10580,91
US,15617,155
US,1822,16
US,386090,2952
US,5497,28
US,6122,70
US,11756,132
US,13638,175
US,2675,22
US,4362,62
US,15945,152
US,1253,32
US,3717,44
US,2201,31
US,2651,35
US,927,7
US,7498,55
US,1520,7
US,8301,82
US,2190,19
US,2530,25
US,6695,76
US,13049,122
US,7209,83
US,8464,135
US,11179,120
US,13867,83
US,2401,22
US,9889,76
US,8185,66
US,1801,17
US,53171,230
US,16465,191
US,4333,44
US,8584,76
US,2408,37
US,10695,128
US,3984,24
US,159678,1544
US,1071,14
US,4785,58
US,4573,59
US,20749,208
US,2788,35
US,5066,48
US,48027,295
US,31981,200
US,4257,29
US,60656,623
US,61649,422
US,12045,77
US,3314,17
US,2726,34
US,8475,73
US,1047,12
US,896,421
US,6678,20
US,5241,67
US,6373,46
US,82684,571
US,3458,26
US,1951,26
US,15942,84
US,42819,344
US,3160,33
US,8590,153
US,12815,174
US,3885,70
US,6811,124
US,2819,51
US,11630,194
US,5590,79
US,3088,59
US,7015,105
US,2901,36
US,2565,50
US,4890,112
US,6224,104
US,8205,139
US,9238,129
US,8683,122
US,61488,593
US,27523,330
US,2368,40
US,8780,92
US,3897,61
US,6443,142
US,14973,163
US,66104,714
US,68037,859
US,5247,107
US,2397,48
US,307,9
US,9449,152
US,45938,503
US,6153,86
US,1791,40
US,3669,57
US,26502,316
US,2648,52
US,18938,189
US,22073,170
US,22120,386
US,4566,61
US,7703,127
US,34009,333
US,8667,183
US,10505,166
US,21310,258
US,31893,353
US,8795,152
US,12052,191
US,13798,232
US,3702,83
US,12873,247
US,7137,107
US,3635,52
US,13773,173
US,12443,180
US,17821,289
US,3754,66
US,12832,196
US,12842,159
US,10252,115
US,1835,35
US,47012,529
US,7887,123
US,1169,28
US,8673,161
US,5063,72
US,6731,82
US,7106,135
US,3888,71
US,8703,158
US,8946,117
US,7721,123
US,3057,50
US,0,0
US,11645,136
US,4689,84
US,12825,219
US,13015,214
US,6967,91
US,4069,76
US,1943,47
US,6747,105
US,4831,63
US,10078,118
US,6722,71
US,5665,66
US,1815,24
US,6866,125
US,7963,151
US,3371,56
US,4457,102
US,5499,113
US,3260,48
US,53197,299
US,29734,349
US,12433,182
US,2076,42
US,14439,148
US,10881,197
US,23434,275
US,2691,48
US,1761,24
US,30193,348
US,3751,61
US,1996,43
US,24975,292
US,1922,49
US,33549,412
US,5749,130
US,24120,306
US,4792,81
US,6579,117
US,1815,49
US,4697,83
US,2027,32
US,2551,51
US,3966,93
US,3059,87
US,9718,138
US,31433,415
US,4094,115
US,2690,37
US,84976,1156
US,3140,75
US,2465,36
US,7064,96
US,2408,59
US,1314,34
US,2972,38
US,10995,233
US,2695,50
US,121175,1389
US,40835,585
US,67882,750
US,14723,153
US,139772,1350
US,1189,16
US,9621,193
US,9250,146
US,9297,186
US,3365,44
US,18483,162
US,3167,76
US,4454,109
US,4264,68
US,4264,59
US,1966,42
US,9802,135
US,6205,80
US,903,17
US,7090,129
US,4425,65
US,4386,61
US,2509,52
US,3116,63
US,4920,125
US,6109,93
US,13831,223
US,7218,51
US,2432,41
US,3793,52
US,2035,66
US,3800,87
US,6336,51
US,14937,191
US,12903,263
US,5220,65
US,12814,108
US,9932,121
US,10785,132
US,1177,26
US,2948,30
US,7202,116
US,6208,102
US,1392,27
US,3194,68
US,7228,118
US,896,26
US,839,20
US,13875,172
US,1916,43
US,2075,18
US,119652,1050
US,2618,45
US,23553,330
US,294789,3746
US,76241,869
US,4846,42
US,7191,152
US,6942,132
US,2048,29
US,16064,252
US,5677,113
US,0,0
US,6150,116
US,9926,116
US,7086,154
US,2979,58
US,10347,165
US,559,5
US,4585,95
US,2469,32
US,5861,103
US,2590,34
US,1545,22
US,2465,30
US,291,5
US,30042,375
US,1360,15
US,3518,53
US,485,9
US,2767,60
US,3255,30
US,798,12
US,2966,61
US,33849,303
US,41596,134
US,251,3
US,4730,77
US,178,5
US,672,10
US,5400,77
US,3149,26
US,283,1
US,8334,107
US,21851,202
US,528,4
US,5632,96
US,2392,23
US,452,9
US,597,12
US,1367,17
US,34011,224
US,1107,31
US,5132,39
US,45,1
US,1146,30
US,1477,11
US,418,10
US,2218,32
US,292,4
US,8512,173
US,3014,39
US,4013,76
US,3112,63
US,2435,53
US,917,13
US,9930,139
US,1731,32
US,911,13
US,1539,27
US,1411,25
US,148,1
US,0,0
US,2164,42
US,459,14
US,246,8
US,51325,605
US,7830,92
US,1295,20
US,34,1
US,104,2
US,76,4
US,1285,15
US,2524,26
US,485,13
US,655,7
US,14323,149
US,1546,26
US,2320,20
US,7291,55
US,1759,28
US,891,11
US,637,14
US,2403,30
US,1740,33
US,2972,32
US,2046,27
US,2397,39
US,7991,87
US,1512,26
US,5975,90
US,360,4
US,1405,19
US,12048,162
US,179702,1296
US,410,6
US,1319,19
US,509,14
US,621,4
US,1327,18
US,4614,62
US,486,5
US,469,11
US,452,9
US,114,6
US,470,7
US,19550,192
US,2851,28
US,395,7
US,109,0
US,636,14
US,2615,26
US,129,5
US,1341,26
US,1434,15
US,945,19
US,1422,13
US,1796,31
US,136,0
US,832,16
US,1969,19
US,94771,481
US,10809,147
US,164,0
US,92,0
US,11571,86
US,77,1
US,2076,27
US,1351,36
US,898,18
US,1597,31
US,1104,19
US,3903,29
US,520,8
US,579,13
US,2783,27
US,1541,29
US,10382,89
US,1382,27
US,2707,28
US,2285,35
US,194,3
US,4452,19
US,58879,338
US,5594,58
US,11443,156
US,3759,57
US,1145,41
US,688,9
US,82,1
US,757,13
US,1298,13
US,113,1
US,2146,37
US,1502,21
US,875,12
US,5492,54
US,2142,19
US,851,15
US,139,2
US,4726,36
US,17441,238
US,7624,123
US,671243,9313
US,8816,98
US,12918,152
US,124,5
US,191,2
US,2791,67
US,1350,22
US,681,11
US,12266,185
US,1503,20
US,9156,305
US,2361,32
US,197,14
US,11506,0
US,128178,1309
US,1776,26
US,17508,217
US,12304,76
US,19089,134
US,8341,134
US,23354,103
US,121573,1042
US,40280,308
US,84642,655
US,37116,249
US,11891,84
US,2330,1
US,91788,1083
US,326525,3733
US,141872,1377
US,169517,1974
US,30511,332
US,52840,664
US,291824,3771
US,91632,1051
US,238646,2855
US,34702,307
US,111477,1348
US,275803,3040
US,223671,2384
US,165862,1678
US,215999,3282
US,193557,2460
US,18584,262
US,98247,1030
US,45639,519
US,1646,0
US,196497,2498
US,32145,367
US,197256,2251
US,530,23
US,24728,362
US,9347,213
US,2806,71
US,15396,235
US,755,6
US,76839,937
US,19276,327
US,9894,115
US,1375,18
US,103,4
US,1339,17
US,22978,410
US,6600,75
US,4587,25
US,8014,152
US,33328,656
US,986,22
US,17130,228
US,2564,70
US,13353,167
US,6228,110
US,52461,863
US,7662,85
US,45050,516
US,40271,400
US,2495,87
US,4752,102
US,7287,108
US,3331,61
US,7215,0
US,933,20
US,24060,325
US,79420,617
US,10902,164
US,553117,8529
US,59296,604
US,19417,252
US,20651,182
US,29741,340
US,26845,265
US,11907,141
US,22943,132
US,14041,175
US,13569,135
US,10245,93
US,85482,739
US,271310,2922
US,7832,84
US,12239,58
US,16758,186
US,16743,208
US,11130,155
US,1105,5
US,17616,214
US,27473,160
US,963672,14205
US,7412,58
US,14516,141
US,16984,146
US,193746,1854
US,15172,238
US,550940,4337
US,596334,6168
US,60061,637
US,69636,881
US,143714,1207
US,26432,222
US,146219,1255
US,10655,131
US,34956,238
US,13425,108
US,0,563
US,31777,149
US,904779,13415
US,42135,316
US,227585,2708
US,119199,978
US,62003,417
US,44064,379
US,6647,44
US,4364,32
US,7754,95
US,26587,223
US,25561,278
US,569776,4963
US,24840,154
US,14190,95
US,26871,102
US,43566,420
US,985,2
US,19090,157
US,16025,137
US,22104,203
US,336689,3002
US,10020,96
US,4471,43
US,61903,572
US,12774,159
US,3767,21
US,8468,113
US,7621,95
US,5553,48
US,16121,187
US,5475,78
US,12133,149
US,41118,378
US,71015,701
US,32001,366
US,72323,567
US,30392,357
US,2207,10
US,18539,164
US,6639,61
US,60653,678
US,18211,131
US,8781,137
US,5296,66
US,3486,51
US,36816,453
US,19242,294
US,32145,263
US,116118,740
US,6320,40
US,10060,33
US,56254,500
US,14938,124
US,20962,263
US,103313,395
US,17608,178
US,125590,969
US,26480,96
US,81942,970
US,2457,22
US,2968,31
US,19634,129
US,7207,78
US,160748,1459
US,18892,206
US,42805,377
US,17219,262
US,33308,374
US,6384,101
US,19537,140
US,1706,15
US,61898,551
US,12191,109
US,75853,501
US,2916,49
US,20141,177
US,20330,248
US,30371,205
US,9815,138
US,6307,90
US,7620,100
US,17360,196
US,368329,1892
US,4779,43
US,9045,148
US,31722,381
US,32682,372
US,64577,467
US,5934,97
US,65255,431
US,39406,158
US,3471,37
US,10706,135
US,18749,154
US,3569,26
US,12184,120
US,67103,287
US,5049,72
US,44680,513
US,16470,212
US,52256,598
US,27690,329
US,51689,636
US,21683,433
US,23581,211
US,12892,148
US,24087,291
US,15641,205
US,28679,421
US,5021,53
US,8370,87
US,1228,10
US,0,0
US,79423,531
US,15882,137
US,391609,1311
US,5862,52
US,3908,57
US,15101,78
US,42033,452
US,23073,308
US,27780,360
US,15174,144
US,6341,70
US,689,10
US,3601,47
US,2288,23
US,170,1
US,1887,26
US,932,9
US,491,3
US,41126,303
US,71291,333
US,975,7
US,1794,39
US,599,4
US,1198,8
US,896,6
US,840,18
US,1169,23
US,515,4
US,27002,125
US,556,11
US,678,2
US,957,8
US,597,13
US,1168,20
US,557,12
US,1576,31
US,896,9
US,3650,25
US,3182,49
US,2997,24
US,13245,142
US,3882,37
US,930,18
US,378,5
US,2396,16
US,1250,32
US,4354,57
US,1926,28
US,664,15
US,4803,23
US,7963,43
US,1310,9
US,345,7
US,1658,19
US,72,0
US,13816,86
US,436,2
US,8281,97
US,759,12
US,2491,26
US,0,238
US,4134,34
US,24090,251
US,1219,12
US,12271,68
US,13666,41
US,8909,165
US,33974,510
US,14914,236
US,25902,472
US,19996,158
US,14299,203
US,19256,344
US,14169,198
US,116682,1254
US,6332,136
US,10797,159
US,43582,624
US,65558,619
US,12831,184
US,29780,512
US,10094,169
US,14216,230
US,350654,4130
US,15106,249
US,12408,176
US,56138,304
US,25021,294
US,47453,463
US,9405,134
US,366781,2832
US,12628,185
US,10502,141
US,20552,294
US,48477,544
US,13659,166
US,238207,2240
US,21443,296
US,8837,167
US,4144,82
US,7901,114
US,13505,190
US,8642,132
US,5859,191
US,17989,232
US,11837,150
US,18813,345
US,16550,250
US,61985,826
US,24462,290
US,52928,523
US,12777,180
US,89885,1064
US,126129,1523
US,11605,145
US,67576,1189
US,24520,287
US,50941,541
US,6419,106
US,11372,147
US,31994,519
US,4247,85
US,162583,2215
US,4123,62
US,9404,113
US,31774,324
US,3911,61
US,10862,154
US,5564,78
US,10359,134
US,21284,243
US,9998,138
US,44355,489
US,11659,208
US,9940,166
US,39253,548
US,25027,327
US,17612,263
US,27836,282
US,15784,250
US,13326,203
US,98019,1827
US,143348,1859
US,52689,1018
US,25479,543
US,0,2
US,19949,117
US,8157,162
US,3697,60
US,72639,647
US,15502,247
US,28587,476
US,11940,175
US,38658,395
US,6692,111
US,9855,79
US,1885,17
US,4723,58
US,1185,11
US,7303,109
US,2931,51
US,17397,149
US,10214,191
US,48385,434
US,19415,266
US,17565,167
US,5068,73
US,714,9
US,100720,909
US,2119,26
US,39391,432
US,1698,35
US,6017,63
US,22790,362
US,9756,181
US,13701,222
US,1237,35
US,1040,12
US,18127,318
US,8648,157
US,17218,267
US,1260,17
US,1601,43
US,904,15
US,838,13
US,3324,42
US,3106,67
US,8265,116
US,1602,29
US,3934,60
US,15752,236
US,4859,74
US,2410,59
US,2721,42
US,15575,120
US,9963,152
US,13632,179
US,3983,46
US,2550,44
US,5692,48
US,13322,178
US,14811,145
US,9740,176
US,5557,133
US,5345,88
US,24414,384
US,3610,48
US,3232,46
US,4249,66
US,245039,2735
US,11739,212
US,13936,186
US,11692,136
US,0,0
US,5072,88
US,23351,194
US,13876,234
US,16719,171
US,26892,317
US,3278,48
US,1117,16
US,31643,415
US,7783,144
US,12951,117
US,13523,217
US,7045,58
US,1828,38
US,212876,2396
US,152,2164
US,27073,304
US,15779,291
US,3299,59
US,2738,46
US,6175,87
US,3839,64
US,22192,93
US,84357,811
US,6364,63
US,10160,123
US,14955,198
US,7955,98
US,4676,70
US,61720,389
US,26067,472
US,324,6
US,2251,26
US,1972,42
US,4681,49
US,54594,637
US,9056,105
US,20978,412
US,17950,255
US,1653,34
US,79852,713
US,9333,113
US,33388,335
US,9721,126
US,88351,854
US,3404,37
US,171526,1480
US,20575,169
US,390,6
US,5031,79
US,26508,252
US,3,0
US,5848,95
US,1576,23
US,6709,77
US,122406,783
US,303,3
US,22896,281
US,31676,424
US,339976,3838
US,18397,386
US,49038,848
US,12845,289
US,126969,1778
US,35199,689
US,20762,234
US,156462,2167
US,55245,835
US,43568,815
US,1035,22
US,20240,346
US,44220,397
US,117917,1336
US,9927,223
US,24425,399
US,11183,142
US,19721,277
US,24932,363
US,63042,974
US,72651,1080
US,141966,2086
US,8605,121
US,72139,899
US,39057,759
US,2550,35
US,51643,801
US,5067,73
US,10696,120
US,13887,280
US,21937,396
US,11268,266
US,5742,193
US,59181,908
US,150890,2090
US,23172,465
US,45680,574
US,111635,1396
US,94872,1586
US,35015,590
US,9809,175
US,28403,546
US,15166,304
US,48163,596
US,200208,2657
US,5989,98
US,100150,1250
US,28684,591
US,10451,198
US,394710,5549
US,13435,112
US,3882,104
US,42680,759
US,9772,169
US,22271,443
US,1390,38
US,10136,135
US,10189,221
US,0,0
US,13563,159
US,13835,272
US,9754,242
US,63639,730
US,13364,204
US,99366,1557
US,6563,121
US,147850,1668
US,6873,0
US,12796,0
US,16396,0
US,8382,0
US,8444,0
US,8391,0
US,29855,0
US,5679,0
US,7631,0
US,9554,0
US,66656,0
US,14231,0
US,44456,0
US,11445,0
US,13002,0
US,51188,0
US,7355,0
US,14712,0
US,3256,0
US,5339,0
US,14325,0
US,11733,0
US,6058,0
US,12137,0
US,540,0
US,12356,0
US,9675,0
US,4760,0
US,3938,0
US,12231,0
US,5881,0
US,30371,0
US,14835,0
US,12064,0
US,5091,0
US,17357,0
US,14284,0
US,5642,0
US,14766,0
US,12948,0
US,6978,0
US,11260,0
US,2889,0
US,12316,0
US,5705,0
US,5221,0
US,12613,0
US,1620,0
US,3340,0
US,22561,0
US,13331,0
US,9268,0
US,7354,0
US,9769,0
US,6613,0
US,434,0
US,5801,0
US,5880,0
US,42065,0
US,9062,0
US,4406,0
US,14471,0
US,6516,0
US,8543,0
US,9243,0
US,101521,0
US,11965,0
US,13872,0
US,6709,0
US,21933,0
US,24623,0
US,19390,0
US,25651,5823
US,8357,0
US,12092,0
US,20382,0
US,1800,0
US,7630,0
US,10310,0
US,11342,0
US,0,0
US,17778,193
US,64423,572
US,26526,106
US,278748,2724
US,30145,3
US,43077,272
US,7826,78
US,52428,457
US,2429,24
US,70200,1112
US,4295,80
US,6803,106
US,54220,436
US,66396,494
US,3615,63
US,139282,1051
US,18526,334
US,12714,162
US,14947,211
US,10814,169
US,11436,233
US,22359,347
US,11769,156
US,71341,563
US,8423,79
US,7690,116
US,50562,696
US,19822,243
US,207151,2154
US,26923,334
US,6070,95
US,120997,1286
US,7299,101
US,27965,285
US,31562,309
US,23072,321
US,5112,100
US,124164,975
US,10679,172
US,9949,117
US,2756,43
US,16493,225
US,29076,392
US,29721,459
US,54706,689
US,161232,1050
US,4681,86
US,117410,1663
US,35665,437
US,0,0
US,9971,169
US,10407,158
US,95610,770
US,899,18
US,5577,64
US,948,16
US,2569,42
US,9517,67
US,12185,135
US,1685,27
US,693,18
US,3252,49
US,306,7
US,3679,38
US,976,12
US,3951,28
US,10635,107
US,1196,18
US,2489,29
US,7083,88
US,1513,40
US,1200,12
US,3436,46
US,825,16
US,1069,17
US,2495,44
US,712,17
US,2425,53
US,1221,34
US,531,12
US,1806,41
US,679,13
US,744,6
US,222,3
US,5115,63
US,2041,39
US,361,9
US,745,21
US,488,20
US,195,2
US,1568,27
US,2635,30
US,7780,88
US,17489,116
US,1432,14
US,955,15
US,1502,32
US,534,16
US,8389,68
US,653,8
US,539,15
US,65212,565
US,1692,30
US,5060,62
US,38893,378
US,805,19
US,810,10
US,2853,57
US,675,8
US,1692,39
US,737,9
US,269,3
US,3914,53
US,1710,29
US,2292,70
US,0,0
US,4371,55
US,1498,28
US,6992,64
US,716,11
US,27983,387
US,18181,251
US,5711,102
US,5424,63
US,49483,534
US,39220,458
US,16089,188
US,5208,76
US,11688,172
US,21598,373
US,13207,143
US,7157,102
US,11258,213
US,2660,58
US,14862,245
US,21036,297
US,6534,89
US,19583,350
US,235552,1844
US,7768,113
US,4571,73
US,20237,269
US,15767,223
US,14255,202
US,7098,144
US,16220,206
US,21964,295
US,11520,213
US,8299,122
US,28001,417
US,4642,81
US,24702,386
US,122069,1281
US,2639,43
US,9533,140
US,10917,174
US,21720,376
US,8063,109
US,11166,183
US,10220,179
US,8560,123
US,3063,65
US,6156,86
US,3904,68
US,19808,309
US,6116,111
US,159870,1601
US,3184,47
US,9432,114
US,16971,230
US,4164,69
US,11797,187
US,18847,227
US,10411,160
US,39819,480
US,11097,141
US,12736,137
US,35082,383
US,20057,288
US,9583,144
US,4175,63
US,18390,277
US,63699,638
US,2744,41
US,7856,96
US,13497,217
US,63194,292
US,8675,134
US,2810,60
US,2195,39
US,5650,90
US,29759,323
US,11818,172
US,19707,271
US,26090,333
US,117004,986
US,12228,140
US,5167,74
US,36653,450
US,293983,3677
US,7332,99
US,3773,71
US,60331,817
US,65582,810
US,22044,264
US,4738,48
US,43303,257
US,6820,106
US,7006,84
US,2259,50
US,15830,192
US,49960,551
US,6886,88
US,11851,180
US,9884,145
US,76189,449
US,51586,535
US,10975,256
US,5093,74
US,17089,504
US,5550,98
US,2646,30
US,696,10
US,15748,240
US,7014,84
US,1763,39
US,4317,80
US,27354,254
US,937,33
US,9990,155
US,86419,945
US,698806,6512
US,3221,35
US,124,2
US,4896,76
US,24695,456
US,117112,1039
US,75241,448
US,1365,34
US,583,8
US,2083,55
US,15286,238
US,6131,68
US,13620,180
US,17753,186
US,7082,54
US,3508,80
US,135396,2120
US,3600,78
US,1753,38
US,8936,204
US,2811,48
US,12877,74
US,9901,261
US,3056,35
US,2533,44
US,1040,25
US,1083,21
US,2090,77
US,276773,1621
US,898,17
US,4592,68
US,43326,583
US,4047,83
US,1402,14
US,8575,146
US,21396,235
US,392,9
US,1555,25
US,1397,20
US,2311,46
US,558,14
US,2446,44
US,696583,7133
US,3589,101
US,7311,112
US,5833,118
US,2070,27
US,224101,1447
US,522,16
US,6204,52
US,1327,26
US,4364,74
US,3433,120
US,44146,734
US,584,12
US,256001,3895
US,57881,616
US,10013,132
US,4498,70
US,8129,193
US,5504,118
US,736,27
US,2362,50
US,254,12
US,245946,1247
US,2675,46
US,4320,87
US,6685,95
US,2403,85
US,120012,901
US,1506,30
US,6290,120
US,234,3
US,1567,34
US,5373,106
US,7119,133
US,31791,684
US,27227,724
US,10216,128
US,45756,429
US,8499,251
US,1310,24
US,2112,36
US,2337,31
US,650,21
US,14666,261
US,1275028,11623
US,15858,238
US,1503,3
US,1133,40
US,78740,570
US,1482,9
US,18557,446
US,267945,4032
US,10221,204
US,9445,169
US,15046,299
US,8749,193
US,5013,121
US,8056,193
US,1173,18
US,19874,375
US,7653,149
US,605,3
US,1667,32
US,3991,63
US,8235,202
US,278,10
US,63229,880
US,3805,23
US,14214,225
US,52246,782
US,5359,97
US,6403,75
US,42740,559
US,9830,134
US,104,2
US,223,4
US,11089,204
US,939,16
US,56,0
US,831,14
US,9297,155
US,656,25
US,2597,50
US,12051,281
US,5222,127
US,6392,96
US,4916,124
US,5254,63
US,4321,95
US,22288,417
US,6117,137
US,811,17
US,2427,43
US,5125,102
US,403,1
US,113683,1394
US,1706,41
US,4330,59
US,2041,62
US,1412,26
US,1059,13
US,10324,185
US,24188,479
US,1957,51
US,75252,971
US,186,10
US,12177,213
US,658,13
US,48100,516
US,6024,109
US,1622,39
US,2122,52
US,5412,136
US,172263,1383
US,6348,115
US,3028,76
US,325,13
US,15006,280
US,14507,233
US,1756,64
US,3569,108
US,119838,1586
US,2674,50
US,650,6
US,17274,381
US,8074,158
US,5801,138
US,40456,491
US,2689,54
US,3642,72
US,9374,265
US,43535,788
US,1215,42
US,2274,62
US,29975,513
US,999,16
US,1023,25
US,2772,74
US,5644,77
US,2296,40
US,197,2
US,5392,79
US,31784,285
US,2756,72
US,12738,244
US,1536,94
US,1222,47
US,6750,110
US,14586,363
US,1503,40
US,601,9
US,6167,108
US,1101,12
US,5401,139
US,540,16
US,57251,1019
US,2230,37
US,24248,390
US,2138,53
US,332,9
US,424,7
US,943,14
US,2690,34
US,687595,6387
US,40969,773
US,141,3
US,2943,87
US,297,10
US,10313,137
US,41194,485
US,334125,1846
US,3268,81
US,5192,91
US,101465,35
US,9110,196
US,963,19
US,11540,152
US,15879,312
US,12787,300
US,23239,428
US,22514,216
US,11642,112
US,3328,50
US,11037,157
US,111910,1081
US,11597,230
US,1354,25
US,41356,751
US,4264,93
US,8775,137
US,170638,941
US,12865,167
US,2226,36
US,19687,285
US,9832,308
US,1648,43
US,4499,103
US,4522,57
US,4539,70
US,58205,276
US,22956,179
US,120040,453
US,410508,1830
US,5149,53
US,11943,100
US,72559,708
US,15979,29
US,25075,115
US,14966,124
US,4843,9
US,226280,881
US,12224,38
US,89619,503
US,6940,33
US,12193,94
US,6524,41
US,39572,230
US,1461,4
US,11672,86
US,1292,8
US,4351,28
US,5124,17
US,7152,49
US,17030,98
US,4445,40
US,14223,80
US,8915,53
US,11724,68
US,24813,130
US,9119,119
US,25415,208
US,45583,232
US,4561,111
US,3582,64
US,9634,111
US,5018,62
US,66715,369
US,24503,239
US,1082,21
US,22201,285
US,2404,25
US,9990,118
US,6189,111
US,4091,54
US,6192,150
US,4981,62
US,2331,48
US,17713,237
US,9041,95
US,9791,177
US,1715,31
US,3431,50
US,12470,86
US,64364,565
US,100129,875
US,3513,56
US,6338,112
US,1912,31
US,1451,25
US,14440,179
US,1841,30
US,14774,301
US,4888,71
US,7516,108
US,1660,57
US,2836,43
US,261545,1720
